Name, EA,formula
pyrromethene 556 dianion,1.600000,C14H15BF2N2O6S-2
(KI)9 radical anion,1.600000,I9K9-
(KI)13 radical anion,1.600000,I13K13-
K(KI)13 radical anion,1.600000,I13K14-
K2(KI)12 radical anion,1.600000,I12K14-
THF..UO2(CF3COCHCOCF3)2 radical anion,1.600000,C14H10F12O7U-
H2O..O2C(CH2)5CO2 dianion,1.600000,C7H12O5-2
C60Na5 radical anion,1.600000,C60Na5-
C60Na16 radical anion,1.600000,C60Na16-
Ga2 anion,1.600000,Ga2-
B4 anion,1.600000,B4-
Fe2O radical,1.600000,Fe2O
"Benzene, 1-methyl-2,4-dinitro-",1.600000,C7H6N2O4
Bismuth trimer,1.600000,Bi3
Phosphorus difluoride,1.600000,F2P
Germanium dibromide,1.600000,Br2Ge
Co3 radical,1.600000,Co3
H3B-S(Me)CH2 anion,1.600000,C2H8BS-
H3B-N(Me)2CH2 anion,1.600000,C3H11BN-
H3B-P(Me)2CH2 anion,1.600000,C3H11BP-
silver cyanide,1.602000,CAgN
(Z)CD3CD=CDO anion,1.603000,C3D5O-
AgI anion,1.603000,AgI-
LaC6 radical anion,1.604000,C6La-
Anilino radical,1.607000,C6H6N
2-norbornanone enolate anion,1.609000,C7H9O-
"Benzonitrile, 2-nitro-",1.609000,C7H4N2O2
Si4C2 radical anion,1.610000,C2Si4-
Si7Na2 radical anion,1.610000,Na2Si7-
C70Na5 radical anion,1.610000,C70Na5-
C60Na19 radical anion,1.610000,C60Na19-
C60Na30 radical anion,1.610000,C60Na30-
C60Na32 radical anion,1.610000,C60Na32-
Disiladicarbide,1.610000,C2Si2
Nb12Al radical,1.610000,AlNb12
Ag8,1.610000,Ag8
(o-terphenyl)90 radical anion,1.610000,C1620H1260-
(o-terphenyl)100 radical anion,1.610000,C1800H1400-
BiC6F5 anion,1.610000,C6BiF5-
Ag3H anion,1.610000,Ag3H-
Germyl radical,1.611000,GeH3
Bismuth monoxide,1.617000,BiO
InP2 radical anion,1.617000,InP2-
CrC2 radical anion,1.617000,C2Cr-
CH2=CHCHCN anion,1.617000,C4H4N-
Nb16 radical anion,1.620000,Nb16-
Al3O2 radical anion,1.620000,Al3O2-
p-difluorobenzene..O4 radical anion,1.620000,C6H4F2O4-
(1-Me-anthracene)18 radical anion,1.620000,C270H216-
CoNb8 anion,1.620000,CoNb8-
Nb2O4 anion,1.620000,Nb2O4-
MeCN..UO2F4 dianion,1.620000,C2H3F4NO2U-2
Bi2C6H5 anion,1.620000,C6H5Bi2-
MgO4 radical anion,1.620000,MgO4-
Duroquinone,1.622000,C10H12O2
AgBr anion,1.623000,AgBr-
LuO anion,1.624000,LuO-
BiGa anion,1.630000,BiGa-
Rh5Co anion,1.630000,CoRh5-
Pb3,1.630000,Pb3
C60Na12 radical anion,1.630000,C60Na12-
C60Na31 radical anion,1.630000,C60Na31-
C60Na33 radical anion,1.630000,C60Na33-
MgO radical anion,1.630000,MgO-
Co6 radical anion,1.630000,Co6-
Silver tetramer,1.630000,Ag4
"3,3-dimethyl-cyclopropenide anion",1.630000,C5H7-
cycloctanone enolate anion,1.630000,C8H13O-
Phosphorus dibromide chloride,1.630000,Br2ClP
MeCH=C(Me)O anion,1.639000,C4H7O-
ZrO2 anion,1.640000,O2Zr-
(C6F6)7..C6F6 radical anion,1.640000,C48F48-
ScC3 radical anion,1.640000,C3Sc-
Pb7F anion,1.640000,FPb7-
W4 radical anion,1.640000,W4-
CrWO7 dianion,1.640000,CrO7W-2
EtCH=CHO anion,1.640000,C4H7O-
(1-Me-anthracene)19 radical anion,1.640000,C285H228-
Nitroethylene,1.648000,C2H3NO2
N≡CCHS,1.648000,C2HNS
(Ar)2..O radical anion,1.648000,Ar2O-
Al17Co anion,1.650000,Al17Co-
Al9Cs anion,1.650000,Al9Cs-
Al14Cs anion,1.650000,Al14Cs-
CoNb10 anion,1.650000,CoNb10-
(CS2)2 radical anion,1.650000,C2S4-
Pd6 anion,1.650000,Pd6-
Scandium dicarbide,1.650000,C2Sc
Tl4,1.650000,Tl4
"Benzene, 1,2-dinitro-",1.652000,C6H4N2O4
pF-anilide anion,1.653000,C6H5FN-
HOS anion,1.655000,HOS-
"Benzene, 1,3-dinitro-",1.657000,C6H4N2O4
9-Me-fluorenide anion,1.660000,C14H11-
Fe8 anion,1.660000,Fe8-
C60Na15 radical anion,1.660000,C60Na15-
(NaCl)6 radical anion,1.660000,Cl6Na6-
Mn2S2 radical anion,1.660000,Mn2S2-
Mn4S5 radical anion,1.660000,Mn4S5-
Al13Co anion,1.660000,Al13Co-
"2,6-diMe-4-NO2-nitrobenzene radical",1.660000,C8H8N2O4
Triphosphorus,1.665000,P3
GaP2 anion,1.666000,GaP2-
Methylcyclopentadienyl radical,1.670000,C6H7
"3,6-dichlorophthalic anhydride",1.670000,C8H2Cl2O3
C60Na28 radical anion,1.670000,C60Na28-
LaC8 radical,1.670000,C8La
Sulfur dimer,1.670000,S2
Ti10,1.670000,Ti10
MeOH..Ph2CO radical anion,1.670000,C14H14O2-
Nb2C4 anion,1.670000,C4Nb2-
PhNEt anion,1.671000,C8H10N-
"3,5-diCF3-C6H3CH2 anion",1.675000,C9H5F6-
DCNN anion,1.679000,CDN2-
In2P2 radical anion,1.680000,In2P2-
HCI radical,1.680000,CHI
Pb2Ag radical anion,1.680000,AgPb2-
Mn2S3 radical anion,1.680000,Mn2S3-
(1-Me-anthracene)20 radical anion,1.680000,C300H240-
MeOH..Ag anion,1.680000,CH4AgO-
Bi2C5H4N anion,1.680000,C5H4Bi2N-
Bi2C4H3O anion,1.680000,C4H3Bi2O-
C60Na4 radical anion,1.680000,C60Na4-
FeC3 radical anion,1.680000,C3Fe-
Co7 radical anion,1.680000,Co7-
Pb7,1.680000,Pb7
Cr10,1.680000,Cr10
HCNN anion,1.684000,CHN2-
Palladium dimer,1.685000,Pd2
NbC3,1.686000,C3Nb
"2,3,6-trimethyl-p-benzoquinone",1.687000,C9H10O2
C60Na6 radical anion,1.690000,C60Na6-
Ti11,1.690000,Ti11
Tetraphenylporphyrin,1.690000,C44H30N4
Al12Si anion,1.690000,Al12Si-
cyclononanone enolate anion,1.691000,C9H15O-
"Benzaldehyde, 4-nitro-",1.691000,C7H5NO3
Tellurium monoxide,1.697000,OTe
CD3CD2O anion,1.699000,C2D5O-
Trimethyltin,1.700000,C3H9Sn
(benzene)Pb2 anion,1.700000,C6H6Pb2-
-3,1.700000,Mo12O40P
V2C6 radical anion,1.700000,C6V2-
V2C7 radical anion,1.700000,C7V2-
V3C3 radical anion,1.700000,C3V3-
V4C4 radical anion,1.700000,C4V4-
V4C7 radical anion,1.700000,C7V4-
EuSi5 anion,1.700000,EuSi5-
EuSi7 anion,1.700000,EuSi7-
Al11Cs anion,1.700000,Al11Cs-
SmSi8 anion,1.700000,Si8Sm-
HoSi4 anion,1.700000,HoSi4-
MoVO3 radical anion,1.700000,MoO3V-
HHfO anion,1.700000,HHfO-
Nb3C8 radical anion,1.700000,C8Nb3-
V4C5 radical,1.700000,C5V4
pNO2-C6H4SO2NHCH(Me)CO2H,1.700000,C9H10N2O6S
Al6S anion,1.700000,Al6S-
(C6F6)6..C6F6 radical anion,1.700000,C42F42-
As5 anion,1.700000,As5-
Pd7 anion,1.700000,Pd7-
CoC2 radical anion,1.700000,C2Co-
S2O8 dianion,1.700000,O8S2-2
Fe4O anion,1.700000,Fe4O-
(benzene)3..Co anion,1.700000,C18H18Co-
Fe6O anion,1.700000,Fe6O-
chromium dichloride,1.700000,Cl2Cr
selenium tetrafluoride,1.700000,F4Se
In4,1.700000,In4
K2C60,1.700000,C60K2
Dibromosilylene,1.700000,Br2Si
Fe7S2 radical,1.700000,Fe7S2
Br2CH anion,1.706000,CHBr2-
"9,10-Anthracenedione, 1-chloro-",1.709000,C14H7ClO2
CD3CH2O anion,1.709000,C2H2D5O-
(H2O)6..SO4 dianion,1.710000,H12O10S-2
Al13Na radical anion,1.710000,Al13Na-
Co8 radical anion,1.710000,Co8-
Co5O radical anion,1.710000,Co5O-
Co6O radical anion,1.710000,Co6O-
Co5 radical,1.710000,Co5
CH3CD2O anion,1.712000,C2H3D5O-
(H2O)47 radical anion,1.712000,H94O47-
EtO anion,1.712000,C2H5O-
(Ar)3..O radical anion,1.717000,Ar3O-
"2,6-Dimethoxybenzoquinone",1.717000,C8H8O4
FCH=C radical,1.718000,C2HF
Pb7I anion,1.720000,IPb7-
V16 anion,1.720000,V16-
W7 radical anion,1.720000,W7-
(NaCl)4 radical anion,1.720000,Cl4Na4-
Fe4,1.720000,Fe4
pCl-C6H4N radical anion,1.720000,C6H4ClN-
(azulene)5 radical anion,1.720000,C50H40-
CH2=C(OiPr)O anion,1.720000,C5H9O2-
EtCH=C(nPr)O anion,1.722000,C7H13O-
FeS anion,1.725000,FeS-
"Benzonitrile, 4-nitro-",1.726000,C7H4N2O2
CH2=C(OEt)O anion,1.729000,C4H7O2-
Cobalt dicarbonyl nitrosyl,1.730000,C2CoNO3
HOHfO anion,1.730000,HHfO2-
C70Na4 radical anion,1.730000,C70Na4-
Cr7 anion,1.730000,Cr7-
W9 radical anion,1.730000,W9-
Cr11,1.730000,Cr11
Tl6,1.730000,Tl6
YC6 radical,1.730000,C6Y
oF-phenide anion,1.730000,C6H4F-
CF3-phenide anion,1.735000,C7H4F3-
Si4C radical anion,1.740000,CSi4-
(fluorobenzene)2..V anion,1.740000,C12H10F2V-
H2O..O2C(CH2)6CO2 dianion,1.740000,C8H14O5-2
W8 radical anion,1.740000,W8-
(H2O)8..O2CCO2 dianion,1.740000,C2H16O12-2
P2H3 anion,1.740000,H3P2-
tin diiodide,1.740000,I2Sn
Ti12,1.740000,Ti12
Ni(Ph4-porphyrin-mono-á-CHO) radical,1.740000,C45H28N4NiO
(H2O)5..Me2CO radical anion,1.740000,C3H16O6-
(azulene)6 radical anion,1.740000,C60H48-
PbIn2 anion,1.740000,In2Pb-
Pb6S6 anion,1.740000,Pb6S6-
Nb3C7 radical anion,1.740000,C7Nb3-
AlCo8,1.740000,AlCo8
Phenylmaleic anhydride,1.743000,C10H6O3
CH2=C(OnPr)O anion,1.746000,C5H9O2-
CH2=C(Me)O anion,1.747000,C3H5O-
CD3SS anion,1.748000,CD3S2-
TiC5 anion,1.748000,C5Ti-
EuSi8 anion,1.750000,EuSi8-
Si5Cs anion,1.750000,CsSi5-
C70Na10 radical anion,1.750000,C70Na10-
In6 anion,1.750000,In6-
(CO2)3..pyridine radical anion,1.750000,C8H5NO6-
CO2..(pyridine)2 radical anion,1.750000,C11H10N2O2-
"(H2O)4..1,3-O2C-C6H4-CO2 dianion",1.750000,C8H12O8-2
Fe9,1.750000,Fe9
Tl5,1.750000,Tl5
cyclopentadienylide radical,1.752000,C5H4
oCl-phenide anion,1.753000,C6H4Cl-
CH2=C(tBu)O anion,1.755000,C6H11O-
"Ruthenium, tris(2,4-pentanedionato)-",1.756000,C15H21O6Ru
Thymoquinone,1.756000,C10H12O2
Methyldithio radical,1.757000,CH3S2
Chromium monofluoride,1.760000,CrF
Al2Co8 anion,1.760000,Al2Co8-
MoNbO2 anion,1.760000,MoNbO2-
Si3O anion,1.760000,OSi3-
CH2=C(Et)O anion,1.760000,C4H7O-
"2,5-Cyclohexadiene-1,4-dione, 2,5-dimethyl-",1.761000,C8H8O2
CNN Radical,1.761000,CN2
"2,5-Cyclohexadiene-1,4-dione, 2,6-dimethyl-",1.765000,C8H8O2
Menadione,1.765000,C11H8O2
"Naphthalene, 1,5-dinitro-",1.765000,C10H6N2O4
1-Cyanoethyl radical,1.766000,C3H4N
CH2=C(OnBu)O anion,1.768000,C6H11O2-
In3P radical anion,1.770000,In3P-
C60Na9 radical anion,1.770000,C60Na9-
Co8O radical anion,1.770000,Co8O-
"Benzene, 1-methyl-2,3-dinitro-",1.770000,C7H6N2O4
"Benzene, 4-methyl-1,2-dinitro-",1.770000,C7H6N2O4
C6F6..Au radical anion,1.770000,C6AuF6-
MnS radical anion,1.770000,MnS-
Mn2S4 radical anion,1.770000,Mn2S4-
Al16Co anion,1.770000,Al16Co-
(azulene)7 radical anion,1.770000,C70H56-
AlCo6,1.770000,AlCo6
AuOH anion,1.771000,AuHO-
copper oxide,1.777000,CuO
(Ar)4..O radical anion,1.778000,Ar4O-
n-Propoxy radical,1.780000,C3H7O
(NH3)2..NH2 anion,1.780000,H8N3-
Mn5S5 radical anion,1.780000,Mn5S5-
ZnOH anion,1.780000,HOZn-
Dibromomethylene,1.780000,CBr2
C70Na2 radical anion,1.780000,C70Na2-
Al4O4 anion,1.780000,Al4O4-
Cr9,1.780000,Cr9
Si10Na2 radical,1.780000,Na2Si10
"Naphthalene, 1,3-dinitro-",1.782000,C10H6N2O4
n-Butoxy radical,1.784000,C4H9O
"3,5-Bis(trifluoromethyl)nitrobenzene",1.787000,C8H3F6NO2
Fe5S2 radical anion,1.790000,Fe5S2-
Co9 radical anion,1.790000,Co9-
Cr12,1.790000,Cr12
Al2Co10 anion,1.790000,Al2Co10-
oCl-C6H4N radical anion,1.790000,C6H4ClN-
CoNb9 anion,1.790000,CoNb9-
H3Sn anion,1.792000,H3Sn-
2-indanone enolate anion,1.793000,C9H7O-
Propadienylidene,1.796000,C3H2
Nb18 radical anion,1.797000,Nb18-
Co(CO)(NO) anion,1.800000,CCoNO2-
CH2=C(OMe)O anion,1.800000,C3H5O2-
Co(CO)3,1.800000,C3CoO3
Co(CO)2,1.800000,C2CoO2
Ge7 anion,1.800000,Ge7-
Al7S anion,1.800000,Al7S-
Al8S anion,1.800000,Al8S-
Fe8S2 radical anion,1.800000,Fe8S2-
benzocyclobutadienide anion,1.800000,C8H5-
Fe3O2 anion,1.800000,Fe3O2-
Co9O radical anion,1.800000,Co9O-
Co6O2 radical anion,1.800000,Co6O2-
Al5N radical anion,1.800000,Al5N-
(NH3)3..H anion,1.800000,H10N3-
V2C5 radical anion,1.800000,C5V2-
V2C9 radical anion,1.800000,C9V2-
Pb2-pyridinyl radical anion,1.800000,C5H4NPb2-
Al10Cs anion,1.800000,Al10Cs-
YbSi4 anion,1.800000,Si4Yb-
YbSi6 anion,1.800000,Si6Yb-
MoNbO3 anion,1.800000,MoNbO3-
chromium difluoride,1.800000,CrF2
Na(NaF)5,1.800000,F5Na6
Cr13,1.800000,Cr13
V3C5 radical,1.800000,C5V3
Fe(CO)3,1.800000,C3FeO3
cyclobutanone enolate anion,1.801000,C4H5O-
Nb17 radical anion,1.803000,Nb17-
CH2=C(OH)O anion,1.804000,C2H3O2-
2-tBu-p-benzoquinone radical,1.804000,C10H12O2
"3,5-Cyclohexadiene-1,2-dione, 3,5-bis(1,1-dimethylethyl)-",1.804000,C14H20O2
oF-anilide anion,1.810000,C6H5FN-
Fe5,1.810000,Fe5
Cu6,1.810000,Cu6
Al13Li radical anion,1.810000,Al13Li-
Si3O2 anion,1.810000,O2Si3-
Pentafluoro ethyl radical,1.810000,C2F5
(H2O)57 radical anion,1.811000,H114O57-
"1,4-Naphthalenedione",1.813000,C10H6O2
CD2=CDO anion,1.817000,C2D3O-
Ti13,1.820000,Ti13
Trifluoromethyl radical,1.820000,CF3
Cu5,1.820000,Cu5
Al9Co anion,1.820000,Al9Co-
mCl-C6H4N radical anion,1.820000,C6H4ClN-
tBuCH=CHO anion,1.821000,C6H11O-
"2,3-diCN-benzoquinonide",1.821000,C8HN2O2
Selenium(IV) oxide,1.823000,O2Se
CH2CHO,1.825000,C2H3O
Hydroxyl-d,1.826000,DO
Hydroxyl radical,1.828000,HO
(Ar)5..O radical anion,1.828000,Ar5O-
Al4S anion,1.830000,Al4S-
Mn3S4 radical anion,1.830000,Mn3S4-
Al15Co anion,1.830000,Al15Co-
(azulene)8 radical anion,1.830000,C80H64-
(NH3)3..NH2 anion,1.830000,H11N4-
Co7O radical anion,1.830000,Co7O-
Co11O radical anion,1.830000,Co11O-
mSMe-anilide anion,1.831000,C7H8NS-
cyclodecanone enolate anion,1.834000,C10H17O-
CH2=C(iPr)O anion,1.835000,C5H9O-
vanadium dioxide,1.836000,O2V
Me2BCH2 anion,1.839000,C3H8B-
Ru(EtCOCHCOEt)3 radical,1.839000,C21H33O6Ru
C60Na2 radical anion,1.840000,C60Na2-
"benzene-1,3,5-tricarbonitrile",1.840000,C9H3N3
Ge2F2 radical,1.840000,F2Ge2
"1,3-diazinide anion",1.840000,C4H3N2-
Mn3S2 radical anion,1.840000,Mn3S2-
Pb2In anion,1.840000,InPb2-
NCCH=C radical,1.840000,C3HN
dihydropentalenide anion,1.842000,C8H7-
BrClC radical anion,1.845000,CBrCl-
indium phosphide,1.845000,InP
"1,2-diazinide anion",1.850000,C4H3N2-
Si9Na2 radical anion,1.850000,Na2Si9-
(CS2)3 radical anion,1.850000,C3S6-
Pd8 anion,1.850000,Pd8-
(benzene)4..Co anion,1.850000,C24H24Co-
Co4O2 radical anion,1.850000,Co4O2-
Co9O2 radical anion,1.850000,Co9O2-
Fe5O anion,1.850000,Fe5O-
Ag(NH2)2 anion,1.850000,AgH4N2-
p-xylene..O4 radical anion,1.850000,C8H10O4-
YbSi5 anion,1.850000,Si5Yb-
YbSi7 anion,1.850000,Si7Yb-
HoSi3 anion,1.850000,HoSi3-
Si7,1.850000,Si7
Pb6,1.850000,Pb6
Fe10,1.850000,Fe10
Antimony trimer,1.850000,Sb3
"p-Benzoquinone, 2-methyl-",1.852000,C7H6O2
Indenyl radical,1.852000,C9H7
furanide anion,1.853000,C4H3O-
"2,5-Cyclohexadiene-1,4-dione, 2,3-dimethoxy-5-methyl-",1.856000,C9H10O4
Methylthio-d3 radical,1.858000,CD3S
W(CO)3 anion,1.859000,C3O3W-
InP3 radical anion,1.860000,InP3-
Pb2In2 anion,1.860000,In2Pb2-
"2,3-dehydrobenzoquinone radical anion",1.860000,C6H2O2-
Pb5F anion,1.860000,FPb5-
Ga2P2 radical anion,1.860000,Ga2P2-
Co7O2 radical anion,1.860000,Co7O2-
p-Benzoquinone,1.860000,C6H4O2
"Fe-tetra-(2,6-Cl2-phenyl)porphyrin radical",1.860000,C44H20Cl8FeN4
Ni7 radical,1.860000,Ni7
CH2=CHCNN anion,1.864000,C3H3N2-
Ferric tris(acetylacetonate),1.865000,C15H21FeO6
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",1.865000,C14H20O2
nC7H15O anion,1.866000,C7H15O-
nC9H19O anion,1.866000,C9H19O-
CH3S,1.867000,CH3S
Fluorenyl radical,1.869000,C13H9
EtN radical,1.869000,C2H5N
Fe6S2 radical anion,1.870000,Fe6S2-
MnC3 radical anion,1.870000,C3Mn-
pyridine..{H2O}..O2 radical anion,1.870000,C5H7NO3-
(COS)2 radical anion,1.870000,C2O2S2-
Pt3,1.870000,Pt3
Iron tetraphenylporphyrin,1.870000,C44H28FeN4
Chlorodifluoromethyl radical,1.870000,CClF2
Ni6 radical,1.870000,Ni6
Mn6S6 radical anion,1.870000,Mn6S6-
Si2F4 radical anion,1.870000,F4Si2-
(azulene)9 radical anion,1.870000,C90H72-
HCCHO radical,1.870000,C2H2O
Zr2O4 radical anion,1.873000,O4Zr2-
1-Methyl ethoxy radical,1.874000,C3H7O
Cu20,1.875000,Cu20
iBuO anion,1.875000,C4H9O-
Nb19 radical anion,1.875000,Nb19-
Disulfur monoxide,1.877000,OS2
nC8H17O anion,1.879000,C8H17O-
In4P radical anion,1.880000,In4P-
Nb3C5 radical anion,1.880000,C5Nb3-
Al2O2 anion,1.880000,Al2O2-
Tl10 anion,1.880000,Tl10-
V17 anion,1.880000,V17-
AuPd radical anion,1.880000,AuPd-
Mo2O7 dianion,1.880000,Mo2O7-2
C6H5Ag3 anion,1.880000,C6H5Ag3-
Ga3P radical,1.880000,Ga3P
(Ar)6..O radical anion,1.881000,Ar6O-
H2O..CO3 radical anion,1.882000,CH2O4-
CH2=C(CH2F)O anion,1.887000,C3H4FO-
m-aza-anilide anion,1.888000,C5H5N2-
cPrCH2O anion,1.888000,C4H7O-
nC5H11O anion,1.888000,C5H11O-
Al5O5 anion,1.890000,Al5O5-
W13 radical,1.890000,W13
Pb3S3 anion,1.890000,Pb3S3-
"1,4-Benzenedicarbonitrile, 2,3,5,6-tetrafluoro-",1.891000,C8F4N2
nC6H13O anion,1.892000,C6H13O-
GaAs2 radical anion,1.894000,As2Ga-
sBuCH2O anion,1.895000,C5H11O-
Platinum dimer,1.898000,Pt2
O2..O2 radical anion,1.899000,O4-
Al2S2 anion,1.900000,Al2S2-
Si6Na radical anion,1.900000,NaSi6-
(H2O)2..O2C(CH2)4CO2 dianion,1.900000,C6H12O6-2
In5 anion,1.900000,In5-
benzocyclobutenone enolate anion,1.900000,C8H5O-
Cu5(CN)5 radical anion,1.900000,C5Cu5N5-
Co10O radical anion,1.900000,Co10O-
Co13O radical anion,1.900000,Co13O-
(EtNO2)3..EtNO2 anion,1.900000,C8H20N4O8-
Al7N radical anion,1.900000,Al7N-
V2C4 radical anion,1.900000,C4V2-
EuSi11 anion,1.900000,EuSi11-
Mn4S2 radical anion,1.900000,Mn4S2-
PrSi5 anion,1.900000,PrSi5-
Ga7N radical anion,1.900000,Ga7N-
(azulene)10 radical anion,1.900000,C100H80-
CuBO2 anion,1.900000,BCuO2-
Fe8BO2 anion,1.900000,BFe8O2-
I2CH anion,1.900000,CHI2-
Ta2B4 anion,1.900000,B4Ta2-
Bi3C4H4N anion,1.900000,C4H4Bi3N-
Diethyl disulfide,1.900000,C4H10S2
NaGa4,1.900000,Ga4Na
AlCo10,1.900000,AlCo10
Magnesium iodide,1.900000,IMg
V3C4 radical,1.900000,C4V3
Ti14,1.900000,Ti14
Ti15,1.900000,Ti15
Ti16,1.900000,Ti16
Ti17,1.900000,Ti17
o-Benzoquinone,1.900000,C6H4O2
Ti18,1.900000,Ti18
sulphur trioxide,1.900000,O3S
UO2.(CF3COCHCOCF3)2 radical,1.900000,C10H2F12O6U
MeCH=CHCH2O anion,1.901000,C4H7O-
CH2=C(cPr)O anion,1.902000,C5H7O-
(H2O)69 radical anion,1.903000,H138O69-
MeOCH2CH2O anion,1.903000,C3H7O2-
cyclododecanone enolate anion,1.904000,C12H21O-
"2,5-Furandione, 3,4-dichloro-",1.904000,C4Cl2O3
cC6H11-CH2O,1.905000,C7H13O
trans-4-Me-cC6H10O anion,1.908000,C7H13O-
sBuCH2CH2O anion,1.908000,C6H13O-
tBuO anion,1.909000,C4H9O-
"6,6-dimethylfulven-7-ide anion",1.910000,C8H9-
SO2..SO2 radical anion,1.910000,O4S2-
Cu10,1.910000,Cu10
MgO2 radical anion,1.910000,MgO2-
Fe4S2 radical anion,1.910000,Fe4S2-
V18 anion,1.910000,V18-
Cu14,1.910000,Cu14
Co4 radical,1.910000,Co4
iPrCH2CH2O anion,1.914000,C5H11O-
Propanoyl,1.915000,C3H5O
Nd anion,1.916000,Nd-
HSS anion,1.916000,HS2-
Al3,1.916000,Al3
Ru(iPrCOCHCOiPr)3 radical,1.917000,C27H45O6Ru
DSS anion,1.918000,DS2-
C70Na6 radical anion,1.920000,C70Na6-
MoWO7 dianion,1.920000,MoO7W-2
Ditellurium,1.920000,Te2
nPrSSnPr radical,1.920000,C6H14S2
Si4,1.920000,Si4
AgS anion,1.920000,AgS-
nPrCH(Me)O anion,1.921000,C5H11O-
SnCN anion,1.922000,CNSn-
Me2C=NO2 anion,1.924000,C3H6NO2-
(Ar)7..O radical anion,1.926000,Ar7O-
NiD2,1.926000,D2Ni
9-Ph-fluorenide anion,1.928000,C19H13-
Et2CHCH2O anion,1.930000,C6H13O-
nPrCH(Me)CH2O anion,1.930000,C6H13O-
Cyclopentadienyl radical,1.930000,C5H5
Au4Mg anion,1.930000,Au4Mg-
Au5Cu anion,1.930000,Au5Cu-
Al10Co anion,1.930000,Al10Co-
Fe9BO2 anion,1.930000,BFe9O2-
Pb8S8 anion,1.930000,Pb8S8-
Ta2B5 anion,1.930000,B5Ta2-
Al4C anion,1.930000,CAl4-
V19 anion,1.930000,V19-
Co12O radical anion,1.930000,Co12O-
NaIn4,1.930000,In4Na
iPrCH2CH2CH2O anion,1.931000,C6H13O-
AlP2 radical anion,1.933000,AlP2-
NiH2,1.934000,H2Ni
Nb20 radical anion,1.934000,Nb20-
Nb21 radical anion,1.934000,Nb21-
EtC(Me)2O anion,1.936000,C5H11O-
PhCH=NO anion,1.938000,C7H6NO-
(Me3Si)2SiH anion,1.938000,C6H19Si3-
nC10H21O anion,1.938000,C10H21O-
iPrCH(Me)CH2O anion,1.938000,C6H13O-
mCO2Me-anilide anion,1.940000,C8H8NO2-
Pb15 anion,1.940000,Pb15-
Al9S anion,1.940000,Al9S-
Si7C radical anion,1.940000,CSi7-
Si7Na radical anion,1.940000,NaSi7-
W10 radical anion,1.940000,W10-
Co5O2 radical anion,1.940000,Co5O2-
Co8O2 radical anion,1.940000,Co8O2-
Pb8,1.940000,Pb8
Tetragermanium,1.940000,Ge4
Selenium dimer,1.940000,Se2
Gold dimer,1.940000,Au2
CH2=C(CH2.)O,1.940000,C3H4O
o-aza-anilide anion,1.941000,C5H5N2-
nBuCH(Me)O anion,1.943000,C6H13O-
Et2CHO anion,1.943000,C5H11O-
PhCHCN anion,1.944000,C8H6N-
1-Me-cC5H8-O anion,1.947000,C6H11O-
iPrCH(Me)O anion,1.947000,C5H11O-
cC7H13-O,1.947000,C7H13O
mMe-C6H4CHCN anion,1.949000,C9H8N-
sBuO anion,1.949000,C4H9O-
GaAs anion,1.949000,AsGa-
Sn7 anion,1.950000,Sn7-
Si10Na3 radical anion,1.950000,Na3Si10-
Ga3 anion,1.950000,Ga3-
LaC5 radical anion,1.950000,C5La-
Ru3Co(CO)2 anion,1.950000,C2CoO2Ru3-
TbSi6 radical anion,1.950000,Si6Tb-
W11 radical anion,1.950000,W11-
Pd9,1.950000,Pd9
Pd11,1.950000,Pd11
GaP3 radical,1.950000,GaP3
Ti20,1.950000,Ti20
(MeOH)5..Ph2CO radical anion,1.950000,C18H30O6-
HfSn16 radical anion,1.950000,HfSn16-
(COT)2Yb anion,1.950000,C16H16Yb-
Pb5S5 anion,1.950000,Pb5S5-
(MeOH)2..Ag anion,1.950000,C2H8AgO2-
trans-2-Me-cC6H10O anion,1.951000,C7H13O-
cis-4-Me-cC6H10O anion,1.951000,C7H13O-
Cl-triMe-p-benzoquinone radical,1.951000,C9H9ClO2
tBuCH2O anion,1.953000,C5H11O-
"1,3-Isobenzofurandione, 4,5,6,7-tetrachloro-",1.956000,C8Cl4O3
CI radical,1.960000,CI
Pb4Ag radical anion,1.960000,AgPb4-
Bi2Ga2 anion,1.960000,Bi2Ga2-
Al14Co anion,1.960000,Al14Co-
Si2F2 radical anion,1.960000,F2Si2-
Bi3C6F5 anion,1.960000,C6Bi3F5-
W12 radical anion,1.960000,W12-
(H2O)9..O2CCO2 dianion,1.960000,C2H18O13-2
Cr15,1.960000,Cr15
Cr14,1.960000,Cr14
Ni9 radical,1.960000,Ni9
trans-2-Me-cC5H8-O anion,1.960000,C6H11O-
nPnCH(Me)O,1.960000,C7H15O
"tris(2,2,6,6-tetramethyl-3,5-heptanedionato)ruthenium(III)",1.960000,C33H57O6Ru
Sn2,1.962000,Sn2
Ru(nPrCOCHCOnPr)3 radical,1.964000,C27H45O6Ru
Ru(nBuCOCHCOnBu)3 radical,1.964000,C33H57O6Ru
(Ar)8..O radical anion,1.967000,Ar8O-
sBuCH(Me)O anion,1.969000,C6H13O-
iBuCH(Me)O anion,1.969000,C6H13O-
Pb14I anion,1.970000,IPb14-
Ge2F3 radical anion,1.970000,F3Ge2-
V20 anion,1.970000,V20-
Cr6 anion,1.970000,Cr6-
Fe-triPh-oC6H4NHCO(CH2)4-Im-porphyrin radical,1.970000,C52H39FeN7O
